t,st,rps_all,rps_solar,rps_wind
2039,MO,0.09843128143692499,0.0014675906622423325,0.0
2040,MO,0.09843186762111303,0.0014675906622423328,0.0
2041,MO,0.09843240885731362,0.0014675906622423325,0.0
2042,MO,0.09843289218120312,0.0014675906622423323,0.0
2043,MO,0.09843331173308052,0.0014675906622423328,0.0
2044,MO,0.0984336417402095,0.0014675906622423328,0.0
2045,MO,0.09843396180193642,0.0014675906622423325,0.0
2046,MO,0.09843431301504883,0.0014675906622423323,0.0
2047,MO,0.09843462640277025,0.0014675906622423325,0.0
2048,MO,0.0984349051758528,0.0014675906622423328,0.0
2049,MO,0.0984351391514262,0.0014675906622423325,0.0
2050,MO,0.09843538987331518,0.0014675906622423328,0.0
2010,MT,0.07022740137216796,0.0,0.0
2011,MT,0.06992361010934009,0.0,0.0
2012,MT,0.07024690149583258,0.0,0.0
2013,MT,0.07071724422922777,0.0,0.0
2014,MT,0.07102874462715263,0.0,0.0
2015,MT,0.10732457956553682,0.0,0.0
2016,MT,0.10751634274312137,0.0,0.0
2017,MT,0.10772091475150743,0.0,0.0
2018,MT,0.10637065081547789,0.0,0.0
2019,MT,0.10204597255671542,0.0,0.0
2020,MT,0.11125620784001623,0.0,0.0
2021,MT,0.0,0.0,0.0
2022,MT,0.0,0.0,0.0
2023,MT,0.0,0.0,0.0
2024,MT,0.0,0.0,0.0
2025,MT,0.0,0.0,0.0
2026,MT,0.0,0.0,0.0
2027,MT,0.0,0.0,0.0
2028,MT,0.0,0.0,0.0
2029,MT,0.0,0.0,0.0
2030,MT,0.0,0.0,0.0
2031,MT,0.0,0.0,0.0
2032,MT,0.0,0.0,0.0
2033,MT,0.0,0.0,0.0
2034,MT,0.0,0.0,0.0
2035,MT,0.0,0.0,0.0
2036,MT,0.0,0.0,0.0
2037,MT,0.0,0.0,0.0
2038,MT,0.0,0.0,0.0
2039,MT,0.0,0.0,0.0
2040,MT,0.0,0.0,0.0
2041,MT,0.0,0.0,0.0
2042,MT,0.0,0.0,0.0
2043,MT,0.0,0.0,0.0
2044,MT,0.0,0.0,0.0
2045,MT,0.0,0.0,0.0
2046,MT,0.0,0.0,0.0
2047,MT,0.0,0.0,0.0
2048,MT,0.0,0.0,0.0
2049,MT,0.0,0.0,0.0
2050,MT,0.0,0.0,0.0
2010,NC,0.0001996493492754867,0.0001996493492754867,0.0
2011,NC,0.0002077672450730856,0.0002077672450730856,0.0
2012,NC,0.01721786520991199,0.0007151329649781571,0.0
2013,NC,0.01697897750580107,0.0006896829212504047,0.0
2014,NC,0.015591457190035058,0.0006812045427491122,0.0
2015,NC,0.03298780314767695,0.0013902191376376836,0.0
2016,NC,0.03285219219493407,0.0013919829972130584,0.0
2017,NC,0.033064162238550486,0.0014295703728251278,0.0
2018,NC,0.05715403810589468,0.001897678735801563,0.0
2019,NC,0.055484072327033736,0.0020239216132049943,0.0
2020,NC,0.05558556110845438,0.0020894501751578215,0.0
2021,NC,0.056039581584650194,0.0019190053434093054,0.0
2022,NC,0.051211973236473876,0.0019465814927996825,0.0
2023,NC,0.052324173294057634,0.002088696034409288,0.0
2024,NC,0.05094015751121325,0.0019412439252709697,0.0
2025,NC,0.048751731171398374,0.0019446172980595387,0.0
2026,NC,0.04748602459958844,0.001969642984686308,0.0
2027,NC,0.047437731361046266,0.0019957390561327923,0.0
2028,NC,0.046915608484640665,0.001973441318761287,0.0
2029,NC,0.04641629261652249,0.0019733171338650692,0.0
2030,NC,0.045761859640987806,0.0019733639691753824,0.0
2031,NC,0.045162839448540264,0.0019744947789618983,0.0
2032,NC,0.04436176157912331,0.001969846895021804,0.0
2033,NC,0.04294628556726859,0.001965922537272642,0.0
2034,NC,0.042102006585036045,0.001960794451644403,0.0
2035,NC,0.04128061009467201,0.001958782239745054,0.0
2036,NC,0.04047843281111415,0.0019590033631967044,0.0
2037,NC,0.03972158030540932,0.001960484004727387,0.0
2038,NC,0.03904001593644438,0.0019635392246325177,0.0
2039,NC,0.038384968430671816,0.0019642345831819815,0.0
2040,NC,0.03779156445490212,0.001966867209175994,0.0
2041,NC,0.037230160773259476,0.0019680166655407067,0.0
2042,NC,0.03670710533343859,0.0019696076356288815,0.0
2043,NC,0.03623205332691152,0.001971787277061981,0.0
2044,NC,0.03578562265892523,0.001972974980710171,0.0
2045,NC,0.03533639270914993,0.001972486668177753,0.0
2046,NC,0.034914641906667314,0.001973744002218984,0.0
2047,NC,0.03452716266966244,0.001975388575272627,0.0
2048,NC,0.0341741481054657,0.001977092702084482,0.0
2049,NC,0.033865072013851895,0.0019794055976769392,0.0
2050,NC,0.033571959459322516,0.001980117887310158,0.0
2010,NE,0.0,0.0,0.0
2011,NE,0.0,0.0,0.0
2012,NE,0.0,0.0,0.0
2013,NE,0.0,0.0,0.0
2014,NE,0.0,0.0,0.0
2015,NE,0.0,0.0,0.0
2016,NE,0.0,0.0,0.0
2017,NE,0.0,0.0,0.0
2018,NE,0.0,0.0,0.0
2019,NE,0.0,0.0,0.0
2020,NE,0.0,0.0,0.0
2021,NE,0.0,0.0,0.0
2022,NE,0.0,0.0,0.0
2023,NE,0.0,0.0,0.0
2024,NE,0.0,0.0,0.0
2025,NE,0.0,0.0,0.0
2026,NE,0.0,0.0,0.0
2027,NE,0.0,0.0,0.0
2028,NE,0.0,0.0,0.0
2029,NE,0.0,0.0,0.0
2030,NE,0.0,0.0,0.0
2031,NE,0.0,0.0,0.0
2032,NE,0.0,0.0,0.0
2033,NE,0.0,0.0,0.0
2034,NE,0.0,0.0,0.0
2035,NE,0.0,0.0,0.0
2036,NE,0.0,0.0,0.0
2037,NE,0.0,0.0,0.0
2038,NE,0.0,0.0,0.0
2039,NE,0.0,0.0,0.0
2040,NE,0.0,0.0,0.0
2041,NE,0.0,0.0,0.0
2042,NE,0.0,0.0,0.0
2043,NE,0.0,0.0,0.0
2044,NE,0.0,0.0,0.0
2045,NE,0.0,0.0,0.0
2046,NE,0.0,0.0,0.0
2047,NE,0.0,0.0,0.0
2048,NE,0.0,0.0,0.0
2049,NE,0.0,0.0,0.0
2050,NE,0.0,0.0,0.0
2010,NH,0.0741599574510582,0.0003934215249393008,0.0
2011,NH,0.09419590487690543,0.0007866046336276027,0.0
2012,NH,0.05515828750570018,0.001490764527181086,0.0
2013,NH,0.057650464463792975,0.00198794705047562,0.0
2014,NH,0.0636055350833021,0.0029815094570297867,0.0
2015,NH,0.07055768460402527,0.0029813106170714907,0.0
2016,NH,0.07254795494562137,0.00298142280598444,0.0
2017,NH,0.15502725030086806,0.0029812932750166938,0.0
2018,NH,0.16195344430680145,0.004967897064625811,0.0
2019,NH,0.16614545236767714,0.005898655113645342,0.0
2020,NH,0.115,0.007,0.0
2021,NH,0.11,0.006999999999999998,0.0
2022,NH,0.10999999999999999,0.007,0.0
2023,NH,0.115,0.007,0.0
2024,NH,0.129,0.007000000000000002,0.0
2025,NH,0.208,0.007000000000000001,0.0
2026,NH,0.2080000000000001,0.007000000000000003,0.0
2027,NH,0.2080000000000001,0.0070000000000000045,0.0
2028,NH,0.20800000000000002,0.007000000000000001,0.0
2029,NH,0.2080000000000001,0.007000000000000003,0.0
2030,NH,0.20800000000000013,0.007000000000000002,0.0
2031,NH,0.20800000000000016,0.007000000000000004,0.0
2032,NH,0.20800000000000007,0.007000000000000003,0.0
2033,NH,0.20800000000000013,0.007000000000000003,0.0
2034,NH,0.20800000000000007,0.007000000000000003,0.0
2035,NH,0.2080000000000001,0.007000000000000002,0.0
2036,NH,0.20800000000000007,0.007000000000000004,0.0
2037,NH,0.20800000000000013,0.007000000000000004,0.0
2038,NH,0.20800000000000007,0.007000000000000002,0.0
2039,NH,0.20800000000000007,0.007000000000000002,0.0
2040,NH,0.20800000000000007,0.007000000000000002,0.0
2041,NH,0.20800000000000002,0.007000000000000003,0.0
2042,NH,0.20800000000000005,0.007000000000000003,0.0
2043,NH,0.20800000000000005,0.007000000000000003,0.0
2044,NH,0.2080000000000001,0.007000000000000003,0.0
2045,NH,0.2080000000000001,0.007000000000000003,0.0
2046,NH,0.20800000000000007,0.007000000000000003,0.0
2047,NH,0.20800000000000005,0.007000000000000002,0.0
2048,NH,0.20800000000000002,0.007000000000000002,0.0
2049,NH,0.20800000000000007,0.007000000000000002,0.0
2050,NH,0.20800000000000002,0.007000000000000001,0.0
2010,NJ,0.06963558133703657,0.0020779723839434356,0.0
2011,NJ,0.08489255537517408,0.0039892277293148894,0.0
2012,NJ,0.09464512149890292,0.005902344954912562,0.0
2013,NJ,0.10368550056847027,0.008011640968096046,0.0
2014,NJ,0.12442231602622093,0.020361279464656577,0.0
2015,NJ,0.1328241510893631,0.023654806292719315,0.0
2016,NJ,0.14746367748065534,0.02721827727174993,0.0
2017,NJ,0.16185498276070598,0.030376287036729305,0.0
2018,NJ,0.17166641905120966,0.030476146516719607,0.0
2019,NJ,0.21290996605692986,0.04364781187341113,0.0
2020,NJ,0.20807585566789147,0.04949317084854155,0.0
2021,NJ,0.22962040271267536,0.0498325129291338,0.0
2022,NJ,0.22876275810128605,0.04964638580070463,0.0
2023,NJ,0.254486412847383,0.052974722674353186,0.0
2024,NJ,0.28251554018313557,0.04692631006431743,0.0
2025,NJ,0.37379872683138393,0.04784623703441714,0.0
2026,NJ,0.36574477574563685,0.043889373089476415,0.0
2027,NJ,0.43314345408363814,0.04331434540836381,0.0
2028,NJ,0.4564591038551609,0.03671305480469467,0.0
2029,NJ,0.484878594863397,0.030072268408699577,0.0
2030,NJ,0.514888370995211,0.021674348569512697,0.0
2031,NJ,0.5163882648491217,0.015540827780221188,0.0
2032,NJ,0.5123045394014817,0.013661454384039508,0.0
2033,NJ,0.5112041120017145,0.010710943299083541,0.0
2034,NJ,0.5098530060561477,0.0,0.0
2035,NJ,0.5097528071710288,0.0,0.0
2036,NJ,0.5107217686843595,0.0,0.0
2037,NJ,0.5114325267607952,0.0,0.0
2038,NJ,0.5143643297183446,0.0,0.0
2039,NJ,0.5118267435176458,0.0,0.0
2040,NJ,0.5126769702514369,0.0,0.0
2041,NJ,0.5131983657857553,0.0,0.0
2042,NJ,0.5142599065399149,0.0,0.0
2043,NJ,0.5148701426633334,0.0,0.0
2044,NJ,0.5156891597939272,0.0,0.0
2045,NJ,0.515783625776428,0.0,0.0
2046,NJ,0.5157718689037691,0.0,0.0
2047,NJ,0.5166116217816135,0.0,0.0
2048,NJ,0.5170257684214854,0.0,0.0
2049,NJ,0.5176568565938251,0.0,0.0
2050,NJ,0.5174352052409356,0.0,0.0
2010,NM,0.03978414902143466,0.0,0.0
2011,NM,0.06643895308780855,0.0,0.0
2012,NM,0.06749346637807822,0.0,0.0
2013,NM,0.06809069441840977,0.0,0.0
2014,NM,0.06766463204998359,0.0,0.0
2015,NM,0.11282388280393188,0.0,0.0
2016,NM,0.1158318891202168,0.0,0.0
2017,NM,0.11760524335866329,0.0,0.0
2018,NM,0.12076204169482434,0.0,0.0
2019,NM,0.12347984760165415,0.0,0.0
2020,NM,0.1643163673050205,0.0,0.0
2021,NM,0.16408325471096014,0.0,0.0
2022,NM,0.16315410298658548,0.0,0.0
2023,NM,0.16515093784030707,0.0,0.0
2024,NM,0.1644122812372973,0.0,0.0
2025,NM,0.35942190333308144,0.0,0.0
2026,NM,0.3594219033330813,0.0,0.0
2027,NM,0.35942190333308144,0.0,0.0
2028,NM,0.3594219033330814,0.0,0.0
2029,NM,0.35942190333308144,0.0,0.0
2030,NM,0.44927737916635185,0.0,0.0
2031,NM,0.44927737916635196,0.0,0.0
2032,NM,0.44927737916635185,0.0,0.0
2033,NM,0.4492773791663519,0.0,0.0
2034,NM,0.44927737916635185,0.0,0.0
2035,NM,0.44927737916635196,0.0,0.0
2036,NM,0.44927737916635185,0.0,0.0
2037,NM,0.44927737916635196,0.0,0.0
2038,NM,0.44927737916635196,0.0,0.0
2039,NM,0.44927737916635196,0.0,0.0
2040,NM,0.6729477953784331,0.0,0.0
2041,NM,0.6729477953784332,0.0,0.0
2042,NM,0.6729477953784331,0.0,0.0
2043,NM,0.6729477953784331,0.0,0.0
2044,NM,0.6729477953784331,0.0,0.0
2045,NM,0.6729477953784333,0.0,0.0
2046,NM,0.6729477953784331,0.0,0.0
2047,NM,0.6729477953784332,0.0,0.0
2048,NM,0.672947795378433,0.0,0.0
2049,NM,0.6729477953784332,0.0,0.0
2050,NM,0.7188438066661632,0.0,0.0
2016,NS,0.25,0.0,0.0
2017,NS,0.25,0.0,0.0
2018,NS,0.25,0.0,0.0
2019,NS,0.25,0.0,0.0
2020,NS,0.4,0.0,0.0
2021,NS,0.4,0.0,0.0
2022,NS,0.4,0.0,0.0
2023,NS,0.4,0.0,0.0
2024,NS,0.4,0.0,0.0
2025,NS,0.4,0.0,0.0
2026,NS,0.4,0.0,0.0
2027,NS,0.4,0.0,0.0
2028,NS,0.4,0.0,0.0
2029,NS,0.4,0.0,0.0
2030,NS,0.4,0.0,0.0
2031,NS,0.4,0.0,0.0
2032,NS,0.4,0.0,0.0
2033,NS,0.4,0.0,0.0
2034,NS,0.4,0.0,0.0
2035,NS,0.4,0.0,0.0
2036,NS,0.4,0.0,0.0
2037,NS,0.4,0.0,0.0
2038,NS,0.4,0.0,0.0
2039,NS,0.4,0.0,0.0
2040,NS,0.4,0.0,0.0
2041,NS,0.4,0.0,0.0
2042,NS,0.4,0.0,0.0
2043,NS,0.4,0.0,0.0
2044,NS,0.4,0.0,0.0
2045,NS,0.4,0.0,0.0
2046,NS,0.4,0.0,0.0
2047,NS,0.4,0.0,0.0
2048,NS,0.4,0.0,0.0
2049,NS,0.4,0.0,0.0
2050,NS,0.4,0.0,0.0
2010,NV,0.07344646978282957,0.0,0.0
2011,NV,0.09040190304967974,0.0,0.0
2012,NV,0.08934126805438979,0.0,0.0
2013,NV,0.10849287087807365,0.0,0.0
2014,NV,0.10819691470417739,0.0,0.0
2015,NV,0.12951924883911128,0.0,0.0
2016,NV,0.13112179804827503,0.0,0.0
2017,NV,0.13176637971828745,0.0,0.0
2018,NV,0.13274448324392507,0.0,0.0
2019,NV,0.1309247885803425,0.0,0.0
2020,NV,0.16779052768567568,0.0,0.0
2021,NV,0.1815519044548596,0.0,0.0
2022,NV,0.22837437432348917,0.0,0.0
2023,NV,0.22844008697201387,0.0,0.0
2024,NV,0.2710558312460796,0.0,0.0
2025,NV,0.302359726488009,0.0,0.0
2026,NV,0.3028450367615421,0.0,0.0
2027,NV,0.37716888361185125,0.0,0.0
2028,NV,0.3773737234698376,0.0,0.0
2029,NV,0.37752968384299934,0.0,0.0
2030,NV,0.4520613397652767,0.0,0.0
2031,NV,0.4523034035478261,0.0,0.0
2032,NV,0.45258131684687186,0.0,0.0
2033,NV,0.45285684373006113,0.0,0.0
2034,NV,0.4532429421232798,0.0,0.0
2035,NV,0.45356218544693555,0.0,0.0
2036,NV,0.4538791242390195,0.0,0.0
2037,NV,0.4541690109374529,0.0,0.0
2038,NV,0.45431016531912216,0.0,0.0
2039,NV,0.45454010046051646,0.0,0.0
2040,NV,0.4547586642112862,0.0,0.0
2041,NV,0.4549710697124959,0.0,0.0
2042,NV,0.455167600083682,0.0,0.0
2043,NV,0.4553469714956687,0.0,0.0
2044,NV,0.45551329713170313,0.0,0.0
2045,NV,0.45567465698188064,0.0,0.0
2046,NV,0.4558281601888612,0.0,0.0
2047,NV,0.45596942576246247,0.0,0.0
2048,NV,0.45609901283887117,0.0,0.0
2049,NV,0.4562171822448285,0.0,0.0
2050,NV,0.45633051238912203,0.0,0.0
2010,NY,0.23728483091845984,0.0,0.0
2011,NY,0.24863480096911797,0.0,0.0
2012,NY,0.26150470682674554,0.0,0.0
2013,NY,0.2624474929809603,0.0,0.0
2014,NY,0.2730789288720958,0.0,0.0
2015,NY,0.280684383069529,0.0,0.0
2016,NY,0.2830170663385254,0.0,0.0
2017,NY,0.2921815009087902,0.0,0.0
2018,NY,0.29105181855765305,0.0,0.0
2019,NY,0.30786191912377475,0.0,0.0
2020,NY,0.3416262551740166,0.0,0.0
2021,NY,0.35564245994773963,0.0,0.0
2022,NY,0.3622222222222222,0.0,0.0
2023,NY,0.40444444444444444,0.0,0.0
2024,NY,0.44666666666666666,0.0,0.0
2025,NY,0.48888888888888893,0.0,0.0
2026,NY,0.5311111111111111,0.0,0.0
2027,NY,0.5733333333333333,0.0,0.0
2028,NY,0.6155555555555554,0.0,0.0
2029,NY,0.6577777777777776,0.0,0.0
2030,NY,0.7,0.0,0.0
2031,NY,0.7,0.0,0.0
2032,NY,0.7,0.0,0.0
2033,NY,0.7,0.0,0.0
2034,NY,0.7,0.0,0.0
2035,NY,0.7,0.0,0.0
2036,NY,0.7,0.0,0.0
2037,NY,0.7,0.0,0.0
2038,NY,0.7,0.0,0.0
2039,NY,0.7,0.0,0.0
2040,NY,0.7,0.0,0.0
2041,NY,0.7,0.0,0.0
2042,NY,0.7,0.0,0.0
2043,NY,0.7,0.0,0.0
2044,NY,0.7,0.0,0.0
2045,NY,0.7,0.0,0.0
2046,NY,0.7,0.0,0.0
2047,NY,0.7,0.0,0.0
2048,NY,0.7,0.0,0.0
2049,NY,0.7,0.0,0.0
2050,NY,0.7,0.0,0.0
2010,OH,0.004336688708698854,8.673377417397709e-05,0.0
2011,OH,0.008401624934037734,0.000252048748021132,0.0
2012,OH,0.012752152434662854,0.0005100860973865141,0.0
2013,OH,0.017143045954588047,0.0007714370679564621,0.0
2014,OH,0.0218632108776936,0.0010494341221292927,0.0
2015,OH,0.02113312553059039,0.0010143900254683384,0.0
2016,OH,0.019520642664021915,0.0009369908478730518,0.0
2017,OH,0.026496953996832686,0.0011355837427214008,0.0
2018,OH,0.03284308741623373,0.0013137234966493492,0.0
2019,OH,0.043648979463995735,0.0017459591785598293,0.0
2020,OH,0.04685167846209154,0.0,0.0
2021,OH,0.048371093358850314,0.0,0.0
2022,OH,0.04929055618995632,0.0,0.0
2023,OH,0.05218930189624263,0.0,0.0
2024,OH,0.053078290650357456,0.0,0.0
2025,OH,0.05550077131021036,0.0,0.0
2026,OH,0.060881241680840546,0.0,0.0
2027,OH,0.0,0.0,0.0
2028,OH,0.0,0.0,0.0
2029,OH,0.0,0.0,0.0
2030,OH,0.0,0.0,0.0
2031,OH,0.0,0.0,0.0
2032,OH,0.0,0.0,0.0
2033,OH,0.0,0.0,0.0
2034,OH,0.0,0.0,0.0
2035,OH,0.0,0.0,0.0
2036,OH,0.0,0.0,0.0
2037,OH,0.0,0.0,0.0
2038,OH,0.0,0.0,0.0
2039,OH,0.0,0.0,0.0
2040,OH,0.0,0.0,0.0
2041,OH,0.0,0.0,0.0
2042,OH,0.0,0.0,0.0
2043,OH,0.0,0.0,0.0
2044,OH,0.0,0.0,0.0
2045,OH,0.0,0.0,0.0
2046,OH,0.0,0.0,0.0
2047,OH,0.0,0.0,0.0
2048,OH,0.0,0.0,0.0
2049,OH,0.0,0.0,0.0
2050,OH,0.0,0.0,0.0
2010,OR,0.0,0.0,0.0
2011,OR,0.034395088291336244,0.0,0.0
2012,OR,0.0344372627163964,0.0,0.0
2013,OR,0.034379962553546355,0.0,0.0
2014,OR,0.03435569455140335,0.0,0.0
2015,OR,0.10311668982289211,0.00025269241840871116,0.0
2016,OR,0.10192198799863567,0.000252236817604526,0.0
2017,OR,0.09995741898547947,0.0002386509575177606,0.0
2018,OR,0.09893496145879216,0.0002421308222866728,0.0
2019,OR,0.0977743992761762,0.0002369409095020015,0.0
2020,OR,0.135196356701486,0.00023407615723106828,0.0
2021,OR,0.13330891779568121,0.0002205963538626334,0.0
2022,OR,0.13133359569443892,0.000212005665454614,0.0
2023,OR,0.1291240252290816,0.00020594183536071467,0.0
2024,OR,0.1266325707832207,0.00020008943086394397,0.0
2025,OR,0.17103013125647426,0.00019396003254001397,0.0
2026,OR,0.17103556468383294,0.00018852660518134975,0.0
2027,OR,0.17103037645541969,0.00019371483359462312,0.0
2028,OR,0.1710337330599651,0.0001903582290491753,0.0
2029,OR,0.17103695312312267,0.0001871381658916083,0.0
2030,OR,0.22177334894752543,0.00018380642712270567,0.0
2031,OR,0.22177718812847375,0.00017996724617439164,0.0
2032,OR,0.22178141583278296,0.0001757395418651924,0.0
2033,OR,0.22178554920054583,0.0001716061741022451,0.0
2034,OR,0.22179037754931613,0.0001667778253319148,0.0
2035,OR,0.2852106104210539,0.0001628750606365363,0.0
2036,OR,0.2852143888108345,0.00015909667085595454,0.0
2037,OR,0.2852177828222917,0.00015570265939873247,0.0
2038,OR,0.2852195641334175,0.00015392134827290206,0.0
2039,OR,0.28522245817757824,0.00015102730411221038,0.0
2040,OR,0.31693317442504004,0.00014847611017154518,0.0
2041,OR,0.31693540827824823,0.0001462422569633083,0.0
2042,OR,0.3169373314091406,0.00014431912607094477,0.0
2043,OR,0.31693902774647986,0.00014262278873163823,0.0
2044,OR,0.31694059592392926,0.00014105461128228962,0.0
2045,OR,0.316942089852627,0.00013956068258456884,0.0
2046,OR,0.3169435499460434,0.00013810058916808205,0.0
2047,OR,0.3169448421154695,0.00013680841974198985,0.0
2048,OR,0.3169460018318388,0.00013564870337270303,0.0
2049,OR,0.31694703013674386,0.00013462039846766718,0.0
2050,OR,0.31694802248147763,0.0001336280537338865,0.0
2010,PA,0.003136563366786791,1.5055504160576596e-05,0.0
2011,PA,0.02921356090180766,0.00019767842876889852,0.0
2012,PA,0.03495021000882838,0.00032453766436769195,0.0
2013,PA,0.038657367715710066,0.0004928814383753034,0.0
2014,PA,0.04381243652216992,0.0008178321484138384,0.0
2015,PA,0.04891061411301671,0.0014086256864548812,0.0
2016,PA,0.054039215401548796,0.0024563279727976726,0.0
2017,PA,0.059507365278132225,0.002908918372679364,0.0
2018,PA,0.060856987572849644,0.0031832885807336745,0.0
2019,PA,0.06984917681552229,0.0038915969940076698,0.0
2020,PA,0.07570123280143332,0.004474447533450052,0.0
2021,PA,0.07619186928654406,0.004761991830409004,0.0
2022,PA,0.07729600844022669,0.00483100052751417,0.0
2023,PA,0.08180890183418114,0.0051130563646363215,0.0
2024,PA,0.07619924143430137,0.004762452589643835,0.0
2025,PA,0.07744928867082254,0.004840580541926408,0.0
2026,PA,0.07689264227651361,0.004805790142282101,0.0
2027,PA,0.07850194546316915,0.004906371591448072,0.0
2028,PA,0.07739035549390733,0.00483689721836921,0.0
2029,PA,0.07722639014224242,0.004826649383890151,0.0
2030,PA,0.07731997429581074,0.004832498393488172,0.0
2031,PA,0.07754521098936176,0.00484657568683511,0.0
2032,PA,0.07693196438207796,0.004808247773879873,0.0
2033,PA,0.07676671493567867,0.004797919683479917,0.0
2034,PA,0.07656382148757025,0.004785238842973141,0.0
2035,PA,0.07654877477908298,0.004784298423692686,0.0
2036,PA,0.07669428220073936,0.004793392637546209,0.0
2037,PA,0.07680101561966335,0.004800063476228959,0.0
2038,PA,0.07724127984408145,0.004827579990255091,0.0
2039,PA,0.07686021452805535,0.00480376340800346,0.0
2040,PA,0.0769878917352047,0.004811743233450295,0.0
2041,PA,0.07706618887994993,0.004816636804996871,0.0
2042,PA,0.07722559878013267,0.004826599923758292,0.0
2043,PA,0.07731723697597283,0.004832327310998303,0.0
2044,PA,0.07744022748625169,0.004840014217890731,0.0
2045,PA,0.07745441329379803,0.004840900830862377,0.0
2046,PA,0.07745264778278053,0.0048407904864237825,0.0
2047,PA,0.07757875214750767,0.004848672009219229,0.0
2048,PA,0.07764094389498818,0.004852558993436762,0.0
2049,PA,0.07773571341011506,0.004858482088132193,0.0
2050,PA,0.07770242837616702,0.004856401773510438,0.0
2010,RI,0.04469083666881347,0.0,0.0
2011,RI,0.05461689871993502,0.0,0.0
2012,RI,0.06453685712113667,0.0,0.0
2013,RI,0.07443990403954598,0.0,0.0
2014,RI,0.0843676521999439,0.0,0.0
2015,RI,0.08437379366077134,0.0,0.0
2016,RI,0.0992454902060857,0.0,0.0
2017,RI,0.11416055483311661,0.0,0.0
2018,RI,0.12903615163603996,0.0,0.0
2019,RI,0.14366731724487214,0.0,0.0
2020,RI,0.15852734557801662,0.0,0.0
2021,RI,0.17337969683883162,0.0,0.0
2022,RI,0.18825024307427243,0.0,0.0
2023,RI,0.22783938968870973,0.0,0.0
2024,RI,0.27736969179495097,0.0,0.0
2025,RI,0.3368060543224404,0.0,0.0
2026,RI,0.4061484772711782,0.0,0.0
2027,RI,0.4754909002199159,0.0,0.0
2028,RI,0.5497863533792776,0.0,0.0
2029,RI,0.6290348367492636,0.0,0.0
2030,RI,0.7132363503298736,0.0,0.0
2031,RI,0.8023908941211076,0.0,0.0
2032,RI,0.8964984681229661,0.0,0.0
2033,RI,0.9906060421248245,0.0,0.0
2034,RI,0.9906060421248244,0.0,0.0
2035,RI,0.9906060421248243,0.0,0.0
2036,RI,0.9906060421248245,0.0,0.0
2037,RI,0.9906060421248243,0.0,0.0
2038,RI,0.9906060421248244,0.0,0.0
2039,RI,0.9906060421248244,0.0,0.0
2040,RI,0.9906060421248244,0.0,0.0
2041,RI,0.9906060421248246,0.0,0.0
2042,RI,0.9906060421248247,0.0,0.0
2043,RI,0.9906060421248247,0.0,0.0
2044,RI,0.9906060421248246,0.0,0.0
2045,RI,0.9906060421248247,0.0,0.0
2046,RI,0.9906060421248247,0.0,0.0
2047,RI,0.9906060421248246,0.0,0.0
2048,RI,0.9906060421248247,0.0,0.0
2049,RI,0.9906060421248244,0.0,0.0
2050,RI,0.9906060421248244,0.0,0.0
2010,TX,0.024811232771339318,0.0,0.0
2011,TX,0.030780576058194842,0.0,0.0
2012,TX,0.0332717320751753,0.0,0.0
2013,TX,0.040226729700819856,0.0,0.0
2014,TX,0.03996685624003135,0.0,0.0
2015,TX,0.044409524247889874,0.0,0.0
2016,TX,0.04525942333090449,0.0,0.0
2017,TX,0.04490067268522177,0.0,0.0
2018,TX,0.042516356354198453,0.0,0.0
2019,TX,0.04203036348200505,0.0,0.0
2020,TX,0.04227682266712841,0.0,0.0
2021,TX,0.04142922236174654,0.0,0.0
2022,TX,0.03796554747870089,0.0,0.0
2023,TX,0.03662610724703794,0.0,0.0
2024,TX,0.03571224988867963,0.0,0.0
2025,TX,0.0,0.0,0.0
2026,TX,0.0,0.0,0.0
2027,TX,0.0,0.0,0.0
2028,TX,0.0,0.0,0.0
2029,TX,0.0,0.0,0.0
2030,TX,0.0,0.0,0.0
2031,TX,0.0,0.0,0.0
2032,TX,0.0,0.0,0.0
2033,TX,0.0,0.0,0.0
2034,TX,0.0,0.0,0.0
2035,TX,0.0,0.0,0.0
2036,TX,0.0,0.0,0.0
2037,TX,0.0,0.0,0.0
2038,TX,0.0,0.0,0.0
2039,TX,0.0,0.0,0.0
2040,TX,0.0,0.0,0.0
2041,TX,0.0,0.0,0.0
2042,TX,0.0,0.0,0.0
2043,TX,0.0,0.0,0.0
2044,TX,0.0,0.0,0.0
2045,TX,0.0,0.0,0.0
2046,TX,0.0,0.0,0.0
2047,TX,0.0,0.0,0.0
2048,TX,0.0,0.0,0.0
2049,TX,0.0,0.0,0.0
2050,TX,0.0,0.0,0.0
2010,VA,0.0,0.0,0.0
2011,VA,0.0,0.0,0.0
2012,VA,0.0,0.0,0.0
2013,VA,0.0,0.0,0.0
2014,VA,0.0,0.0,0.0
2015,VA,0.0,0.0,0.0
2016,VA,0.0,0.0,0.0
2017,VA,0.0,0.0,0.0
2018,VA,0.0,0.0,0.0
2019,VA,0.0,0.0,0.0
2020,VA,0.0,0.0,0.0
2021,VA,0.0665052829710852,0.0,0.0
2022,VA,0.07552773002498907,0.0,0.0
2023,VA,0.09179625940714001,0.0,0.0
2024,VA,0.10927549175342766,0.0,0.0
2025,VA,0.1281823584359713,0.0,0.0
2026,VA,0.14489173284645188,0.0,0.0
2027,VA,0.16136238767348918,0.0,0.0
2028,VA,0.1793764973982249,0.0,0.0
2029,VA,0.1966417554818262,0.0,0.0
