r,st,interconnect,transgrp,transreg,nercr,hurdlereg
FIPS_21073,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21075_21105,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21077,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21079,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21081,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21083,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21085,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21087,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21089,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21091,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21093,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21095,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21097,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21099,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21101,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21103,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21107,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21109,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21111,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21113,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21115,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21117,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21119,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21121,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21123,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21125,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21127,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21129,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21131,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21133,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21135,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21137,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21139,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21141,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21143,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21145,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21147,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21149,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21151,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21153,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21155,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21157,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21159,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21161,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21163,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21165,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21167,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21169,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21171,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21173,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21175,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21177,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21179,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21181,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21183,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21185,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21187,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21189,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21191,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21193,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21195,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21197,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21199,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21203,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21205,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21207,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21209,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21211,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21213,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21215,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21217,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21219,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21221,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21223,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21225,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21229,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21231,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_21233,KY,eastern,MISO_Central,MISO,MISO,MISO
FIPS_21235,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21237,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_21239,KY,eastern,PJM_East,PJM,PJM,PJM
FIPS_24001,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24003,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24005,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24009,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24011,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24013,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24015,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24017,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24019,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24021,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24023,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24025,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24027,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24029,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24031,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24033,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24035,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24037,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24039,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24041,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24043,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24045,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24047,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_24510,MD,eastern,PJM_East,PJM,PJM,PJM
FIPS_26001,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26003,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26005,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26007,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26009,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26011,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26013,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26015,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26017,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26019,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26021,MI,eastern,PJM_West,PJM,PJM,PJM
FIPS_26023,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26025,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26027,MI,eastern,PJM_West,PJM,PJM,PJM
FIPS_26029,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26031,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26033,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26035,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26037,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26039,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26041,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26043,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26045,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26047,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26049,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26051,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26053,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26055,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26057,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26059,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26061,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26063,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26065,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26067,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26069,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26071,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26073,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26075,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26077,MI,eastern,PJM_West,PJM,PJM,PJM
FIPS_26079,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26081,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26083,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26085,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26087,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26089,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26091,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26093,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26095,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26097,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26099,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26101,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26103,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26105,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26107,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26109,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26111,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26113,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26115,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26117,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26119,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26121,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26123,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26125,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26127,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26129,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26131,MI,eastern,MISO_North,MISO,MISO,MISO
FIPS_26133,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26135,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26137,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26139,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26141,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26143,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26145,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26147,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26149,MI,eastern,PJM_West,PJM,PJM,PJM
FIPS_26151,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26153,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26155,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26157,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26159,MI,eastern,PJM_West,PJM,PJM,PJM
FIPS_26161,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26163,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_26165,MI,eastern,MISO_Central,MISO,MISO,MISO
FIPS_34001,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34003,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34005,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34007,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34009,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34011,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34013,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34015,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34017,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34019,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34021,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34023,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34025,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34027,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34029,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34031,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34033,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34035,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34037,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34039,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_34041,NJ,eastern,PJM_East,PJM,PJM,PJM
FIPS_36001,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36003,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36005,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36007,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36009,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36011,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36013,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36015,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36017,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36019,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36021,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36023,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36025,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36027,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36029,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36031,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36033,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36035,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36037,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36039,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36041,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36043,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36045,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36047,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36049,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36051,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36053,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36055,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36057,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36059,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36061,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36063,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36065,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36067,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36069,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36071,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36073,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36075,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36077,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36079,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36081,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36083,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36085,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36087,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36089,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36091,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36093,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36095,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36097,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36099,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36101,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36103,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36105,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36107,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36109,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36111,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36113,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36115,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36117,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36119,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36121,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_36123,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
FIPS_37001,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37003,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37005_37009_37193,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37007,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37011_37189,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37013,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37015,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37017,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37019,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37021,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37023,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37025,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37027,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37029,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37031,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37033,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37035,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37037,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37039,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37041,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37043,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37045,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37047,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37049,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37051,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37053,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37055_37095,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37057,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37059,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37061,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37063,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37065,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37067,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37069,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37071,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37073,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37075,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37077,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37079,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37081,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37083,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37085,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37087,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37089,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37091,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37093,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37097,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37099,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37101,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37103,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37105,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37107,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37109,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37111,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37113,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37115,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37117,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37119,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37121,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37123,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37125,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37127,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37129,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37131,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37133,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37135,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37137,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37139,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37141,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37143,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37145,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37147,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37149,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37151,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37153,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37155,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37157,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37159,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37161,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37163,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37165,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37167,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37169,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37171,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37173,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37175,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37177,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37179,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37181,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37183,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37185,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37187,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37191,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
FIPS_37195,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
